step,intersection,time_of_day,phase_used,duration,queue_ns,queue_ew,served_ns,served_ew,throughput,avg_wait_proxy,stops,emergency,explanation
213,1,afternoon,NS,12,0,4,9,0,9,2.0,4,False,RL: exploiting → 12s green
213,2,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
214,0,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
214,1,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
214,2,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
215,0,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
215,1,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
215,2,afternoon,NS,12,0,2,5,0,5,1.0,2,False,RL: exploiting → 12s green
216,0,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
216,1,afternoon,EW,12,4,0,0,8,8,2.0,4,False,RL: exploiting → 12s green
216,2,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
217,0,afternoon,EW,12,4,0,0,8,8,2.0,4,False,RL: exploiting → 12s green
217,1,afternoon,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
217,2,afternoon,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
218,0,afternoon,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
218,1,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
218,2,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
219,0,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
219,1,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
219,2,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
220,0,afternoon,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
220,1,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
220,2,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
221,0,afternoon,EW,12,4,0,0,4,4,2.0,4,False,RL: exploiting → 12s green
221,1,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
221,2,afternoon,NS,12,0,3,7,0,7,1.5,3,False,RL: exploiting → 12s green
222,0,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
222,1,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
222,2,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
223,0,afternoon,EW,12,2,0,0,8,8,1.0,2,False,RL: exploiting → 12s green
223,1,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
223,2,afternoon,NS,12,0,3,7,0,7,1.5,3,False,RL: exploiting → 12s green
224,0,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
224,1,afternoon,EW,12,3,0,0,8,8,1.5,3,False,RL: exploiting → 12s green
224,2,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
225,0,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
225,1,afternoon,NS,12,0,2,5,0,5,1.0,2,False,RL: exploiting → 12s green
225,2,afternoon,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
226,0,afternoon,NS,12,0,3,7,0,7,1.5,3,False,RL: exploiting → 12s green
226,1,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
226,2,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
227,0,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
227,1,afternoon,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
227,2,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
228,0,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
228,1,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
228,2,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
229,0,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
229,1,afternoon,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
229,2,afternoon,NS,12,0,3,7,0,7,1.5,3,False,RL: exploiting → 12s green
230,0,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
230,1,afternoon,EW,12,2,0,0,5,5,1.0,2,False,RL: exploiting → 12s green
230,2,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
231,0,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
231,1,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
231,2,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
232,0,afternoon,NS,12,0,3,4,0,4,1.5,3,False,RL: exploiting → 12s green
232,1,afternoon,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
232,2,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
233,0,afternoon,EW,12,2,0,0,5,5,1.0,2,False,RL: exploiting → 12s green
233,1,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
233,2,afternoon,NS,12,0,2,5,0,5,1.0,2,False,RL: exploiting → 12s green
234,0,afternoon,NS,12,0,2,4,0,4,1.0,2,False,RL: exploiting → 12s green
234,1,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
234,2,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
235,0,afternoon,EW,12,2,0,0,5,5,1.0,2,False,RL: exploiting → 12s green
235,1,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
235,2,afternoon,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
236,0,afternoon,NS,12,0,4,4,0,4,2.0,4,False,RL: exploiting → 12s green
236,1,afternoon,EW,12,2,0,0,5,5,1.0,2,False,RL: exploiting → 12s green
236,2,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
237,0,afternoon,EW,12,4,0,0,6,6,2.0,4,True,RL: exploiting → 12s green | Emergency override: granted immediate green to priority approach.
237,1,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
237,2,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
238,0,afternoon,EW,12,8,0,0,3,3,4.0,8,False,RL: exploiting → 12s green
238,1,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
238,2,afternoon,EW,12,4,0,0,4,4,2.0,4,False,RL: exploiting → 12s green
239,0,afternoon,NS,12,0,3,10,0,10,1.5,3,False,RL: exploiting → 12s green
239,1,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
239,2,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
240,0,afternoon,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
240,1,afternoon,EW,12,4,0,0,4,4,2.0,4,False,RL: exploiting → 12s green
240,2,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
241,0,afternoon,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
241,1,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
241,2,afternoon,NS,12,0,3,7,0,7,1.5,3,False,RL: exploiting → 12s green
242,0,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
242,1,afternoon,EW,12,2,0,0,5,5,1.0,2,False,RL: exploiting → 12s green
242,2,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
243,0,afternoon,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
243,1,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
243,2,afternoon,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
244,0,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
244,1,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
244,2,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
245,0,afternoon,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
245,1,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
245,2,afternoon,NS,12,0,2,8,0,8,1.0,2,False,RL: exploiting → 12s green
246,0,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
246,1,afternoon,EW,12,2,0,0,8,8,1.0,2,False,RL: exploiting → 12s green
246,2,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
247,0,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
247,1,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
247,2,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
248,0,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
248,1,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
248,2,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
249,0,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
249,1,afternoon,NS,12,0,2,5,0,5,1.0,2,False,RL: exploiting → 12s green
249,2,afternoon,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
250,0,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
250,1,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
250,2,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
251,0,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
251,1,afternoon,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
251,2,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
252,0,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
252,1,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
252,2,afternoon,EW,12,2,0,0,5,5,1.0,2,False,RL: exploiting → 12s green
253,0,afternoon,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
253,1,afternoon,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
253,2,afternoon,NS,12,0,2,5,0,5,1.0,2,False,RL: exploiting → 12s green
254,0,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
254,1,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploring → 12s green
254,2,afternoon,EW,12,2,0,0,4,4,1.0,2,False,RL: exploiting → 12s green
255,0,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
255,1,afternoon,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
255,2,afternoon,NS,12,0,2,4,0,4,1.0,2,False,RL: exploiting → 12s green
256,0,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
256,1,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
256,2,afternoon,EW,12,3,0,0,4,4,1.5,3,False,RL: exploiting → 12s green
257,0,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
257,1,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
257,2,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
258,0,afternoon,EW,12,4,0,0,8,8,2.0,4,False,RL: exploiting → 12s green
258,1,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
258,2,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
259,0,afternoon,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
259,1,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
259,2,afternoon,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
260,0,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
260,1,afternoon,EW,12,3,0,0,4,4,1.5,3,False,RL: exploiting → 12s green
260,2,afternoon,EW,12,2,0,0,8,8,1.0,2,False,RL: exploiting → 12s green
261,0,afternoon,NS,14,0,3,6,0,6,1.5,3,False,RL: exploring → 14s green
261,1,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
261,2,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
262,0,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
262,1,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
262,2,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
263,0,afternoon,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
263,1,afternoon,NS,12,0,2,4,0,4,1.0,2,False,RL: exploiting → 12s green
263,2,afternoon,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
264,0,afternoon,EW,12,2,0,0,4,4,1.0,2,False,RL: exploiting → 12s green
264,1,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
264,2,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
265,0,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
265,1,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
265,2,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
266,0,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
266,1,afternoon,EW,12,4,0,0,4,4,2.0,4,False,RL: exploiting → 12s green
266,2,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
267,0,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
267,1,afternoon,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
267,2,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
268,0,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
268,1,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
268,2,afternoon,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
269,0,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
269,1,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
269,2,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
270,0,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
270,1,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploring → 12s green
270,2,afternoon,EW,12,3,0,0,8,8,1.5,3,False,RL: exploiting → 12s green
271,0,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
271,1,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
271,2,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
272,0,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
272,1,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
272,2,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
273,0,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
273,1,afternoon,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
273,2,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
274,0,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
274,1,afternoon,EW,12,4,0,0,4,4,2.0,4,False,RL: exploiting → 12s green
274,2,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
275,0,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
275,1,afternoon,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
275,2,afternoon,NS,14,0,4,5,0,5,2.0,4,False,RL: exploring → 14s green
276,0,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
276,1,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
276,2,afternoon,EW,12,3,0,0,8,8,1.5,3,False,RL: exploiting → 12s green
277,0,afternoon,NS,12,0,4,4,0,4,2.0,4,False,RL: exploiting → 12s green
277,1,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
277,2,afternoon,NS,12,0,2,5,0,5,1.0,2,False,RL: exploiting → 12s green
278,0,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
278,1,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
278,2,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
279,0,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
279,1,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
279,2,afternoon,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
280,0,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
280,1,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
280,2,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
281,0,afternoon,NS,12,0,4,4,0,4,2.0,4,True,RL: exploiting → 12s green | Emergency override: granted immediate green to priority approach.
281,1,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
281,2,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
282,0,afternoon,NS,12,0,6,4,0,4,3.0,6,False,RL: exploiting → 12s green
282,1,afternoon,EW,12,2,0,0,4,4,1.0,2,False,RL: exploiting → 12s green
282,2,afternoon,EW,12,4,0,0,8,8,2.0,4,False,RL: exploiting → 12s green
283,0,afternoon,EW,12,2,0,0,8,8,1.0,2,False,RL: exploiting → 12s green
283,1,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
283,2,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
284,0,afternoon,NS,12,0,2,5,0,5,1.0,2,False,RL: exploiting → 12s green
284,1,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
284,2,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
285,0,afternoon,EW,12,3,0,0,4,4,1.5,3,False,RL: exploiting → 12s green
285,1,afternoon,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
285,2,afternoon,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
286,0,afternoon,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
286,1,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
286,2,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploring → 12s green
287,0,afternoon,EW,12,3,0,0,4,4,1.5,3,False,RL: exploiting → 12s green
287,1,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
287,2,afternoon,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
288,0,afternoon,NS,10,0,2,6,0,6,1.0,2,False,RL: exploring → 10s green
288,1,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
288,2,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
289,0,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
289,1,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
289,2,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
290,0,afternoon,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
290,1,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
290,2,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
291,0,afternoon,EW,12,2,0,0,5,5,1.0,2,False,RL: exploiting → 12s green
291,1,afternoon,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
291,2,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
292,0,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
292,1,afternoon,EW,12,2,0,0,4,4,1.0,2,False,RL: exploiting → 12s green
292,2,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
293,0,afternoon,EW,12,3,0,0,7,7,1.5,3,True,RL: exploiting → 12s green | Emergency override: granted immediate green to priority approach.
293,1,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
293,2,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
294,0,afternoon,EW,12,5,0,0,4,4,2.5,5,False,RL: exploiting → 12s green
294,1,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
294,2,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
295,0,afternoon,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
295,1,afternoon,NS,12,0,3,7,0,7,1.5,3,False,RL: exploiting → 12s green
295,2,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
296,0,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
296,1,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
296,2,afternoon,EW,12,2,0,0,5,5,1.0,2,False,RL: exploiting → 12s green
297,0,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
297,1,afternoon,NS,12,0,3,7,0,7,1.5,3,False,RL: exploiting → 12s green
297,2,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
298,0,afternoon,EW,12,2,0,0,6,6,1.0,2,False,RL: exploiting → 12s green
298,1,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
298,2,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
299,0,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
299,1,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
299,2,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
300,0,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
300,1,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
300,2,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
301,0,afternoon,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
301,1,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
301,2,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
302,0,afternoon,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
302,1,afternoon,EW,12,4,0,0,7,7,2.0,4,False,RL: exploiting → 12s green
302,2,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
303,0,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
303,1,afternoon,NS,12,0,3,8,0,8,1.5,3,False,RL: exploiting → 12s green
303,2,afternoon,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
304,0,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
304,1,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
304,2,afternoon,EW,12,4,0,0,8,8,2.0,4,False,RL: exploiting → 12s green
305,0,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
305,1,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
305,2,afternoon,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
306,0,afternoon,EW,12,4,0,0,6,6,2.0,4,False,RL: exploiting → 12s green
306,1,afternoon,EW,12,3,0,0,7,7,1.5,3,False,RL: exploiting → 12s green
306,2,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
307,0,afternoon,NS,12,0,4,8,0,8,2.0,4,False,RL: exploiting → 12s green
307,1,afternoon,NS,12,0,4,7,0,7,2.0,4,False,RL: exploiting → 12s green
307,2,afternoon,NS,12,0,3,5,0,5,1.5,3,False,RL: exploiting → 12s green
308,0,afternoon,EW,12,4,0,0,8,8,2.0,4,False,RL: exploiting → 12s green
308,1,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
308,2,afternoon,EW,12,3,0,0,5,5,1.5,3,False,RL: exploiting → 12s green
309,0,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
309,1,afternoon,NS,12,0,2,6,0,6,1.0,2,False,RL: exploiting → 12s green
309,2,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
310,0,afternoon,EW,12,4,0,0,5,5,2.0,4,False,RL: exploiting → 12s green
310,1,afternoon,EW,12,2,0,0,5,5,1.0,2,False,RL: exploiting → 12s green
310,2,afternoon,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
311,0,afternoon,NS,12,0,4,6,0,6,2.0,4,False,RL: exploiting → 12s green
311,1,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
311,2,afternoon,NS,12,0,4,5,0,5,2.0,4,False,RL: exploiting → 12s green
312,0,afternoon,EW,12,2,0,0,8,8,1.0,2,False,RL: exploiting → 12s green
312,1,afternoon,EW,14,4,0,0,7,7,2.0,4,False,RL: exploring → 14s green
312,2,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
313,0,afternoon,NS,12,0,4,4,0,4,2.0,4,False,RL: exploiting → 12s green
313,1,afternoon,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
313,2,afternoon,NS,12,0,3,4,0,4,1.5,3,False,RL: exploiting → 12s green
314,0,afternoon,EW,12,3,0,0,6,6,1.5,3,False,RL: exploiting → 12s green
314,1,afternoon,EW,12,2,0,0,5,5,1.0,2,False,RL: exploiting → 12s green
314,2,afternoon,EW,12,2,0,0,7,7,1.0,2,False,RL: exploiting → 12s green
315,0,afternoon,NS,12,0,2,7,0,7,1.0,2,False,RL: exploiting → 12s green
315,1,afternoon,NS,12,0,3,4,0,4,1.5,3,False,RL: exploiting → 12s green
315,2,afternoon,NS,12,0,3,6,0,6,1.5,3,False,RL: exploiting → 12s green
