step,intersection,time_of_day,phase_used,duration,queue_ns,queue_ew,served_ns,served_ew,throughput,avg_wait_proxy,stops,emergency,explanation
195,2,morning,NS,12,0,3,9,0,9,1.5,3,False,Fixed plan based on time-of-day profile.
196,0,morning,NS,12,0,3,9,0,9,1.5,3,False,Fixed plan based on time-of-day profile.
196,1,morning,NS,12,0,4,7,0,7,2.0,4,False,Fixed plan based on time-of-day profile.
196,2,morning,EW,12,3,0,0,6,6,1.5,3,False,Fixed plan based on time-of-day profile.
197,0,morning,EW,12,6,0,0,7,7,3.0,6,False,Fixed plan based on time-of-day profile.
197,1,morning,EW,12,6,0,0,8,8,3.0,6,False,Fixed plan based on time-of-day profile.
197,2,morning,NS,12,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
198,0,morning,NS,12,0,4,12,0,12,2.0,4,False,Fixed plan based on time-of-day profile.
198,1,morning,NS,12,0,4,10,0,10,2.0,4,False,Fixed plan based on time-of-day profile.
198,2,morning,EW,12,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
199,0,morning,EW,12,3,0,0,6,6,1.5,3,False,Fixed plan based on time-of-day profile.
199,1,morning,EW,12,5,0,0,6,6,2.5,5,False,Fixed plan based on time-of-day profile.
199,2,morning,NS,12,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
200,0,afternoon,NS,10,0,3,7,0,7,1.5,3,False,Fixed plan based on time-of-day profile.
200,1,afternoon,NS,10,0,2,8,0,8,1.0,2,False,Fixed plan based on time-of-day profile.
200,2,afternoon,EW,10,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
201,0,afternoon,EW,10,3,0,0,7,7,1.5,3,False,Fixed plan based on time-of-day profile.
201,1,afternoon,EW,10,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
201,2,afternoon,NS,10,0,2,8,0,8,1.0,2,False,Fixed plan based on time-of-day profile.
202,0,afternoon,NS,10,0,4,7,0,7,2.0,4,False,Fixed plan based on time-of-day profile.
202,1,afternoon,NS,10,0,4,7,0,7,2.0,4,False,Fixed plan based on time-of-day profile.
202,2,afternoon,EW,10,2,0,0,4,4,1.0,2,False,Fixed plan based on time-of-day profile.
203,0,afternoon,EW,10,4,0,0,8,8,2.0,4,False,Fixed plan based on time-of-day profile.
203,1,afternoon,EW,10,2,0,0,8,8,1.0,2,False,Fixed plan based on time-of-day profile.
203,2,afternoon,NS,10,0,2,6,0,6,1.0,2,False,Fixed plan based on time-of-day profile.
204,0,afternoon,NS,10,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
204,1,afternoon,NS,10,0,3,5,0,5,1.5,3,False,Fixed plan based on time-of-day profile.
204,2,afternoon,EW,10,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
205,0,afternoon,EW,10,2,0,0,8,8,1.0,2,False,Fixed plan based on time-of-day profile.
205,1,afternoon,EW,10,3,0,0,6,6,1.5,3,False,Fixed plan based on time-of-day profile.
205,2,afternoon,NS,10,0,3,6,0,6,1.5,3,False,Fixed plan based on time-of-day profile.
206,0,afternoon,NS,10,0,4,5,0,5,2.0,4,False,Fixed plan based on time-of-day profile.
206,1,afternoon,NS,10,0,3,6,0,6,1.5,3,False,Fixed plan based on time-of-day profile.
206,2,afternoon,EW,10,3,0,0,7,7,1.5,3,False,Fixed plan based on time-of-day profile.
207,0,afternoon,EW,10,3,0,0,6,6,1.5,3,False,Fixed plan based on time-of-day profile.
207,1,afternoon,EW,10,3,0,0,6,6,1.5,3,False,Fixed plan based on time-of-day profile.
207,2,afternoon,NS,10,0,2,5,0,5,1.0,2,False,Fixed plan based on time-of-day profile.
208,0,afternoon,NS,10,0,4,6,0,6,2.0,4,False,Fixed plan based on time-of-day profile.
208,1,afternoon,NS,10,0,3,5,0,5,1.5,3,False,Fixed plan based on time-of-day profile.
208,2,afternoon,EW,10,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
209,0,afternoon,EW,10,2,0,0,7,7,1.0,2,False,Fixed plan based on time-of-day profile.
209,1,afternoon,EW,10,3,0,0,6,6,1.5,3,False,Fixed plan based on time-of-day profile.
209,2,afternoon,NS,10,0,2,7,0,7,1.0,2,False,Fixed plan based on time-of-day profile.
210,0,afternoon,NS,10,0,4,5,0,5,2.0,4,False,Fixed plan based on time-of-day profile.
210,1,afternoon,NS,10,0,2,5,0,5,1.0,2,False,Fixed plan based on time-of-day profile.
210,2,afternoon,EW,10,2,0,0,4,4,1.0,2,False,Fixed plan based on time-of-day profile.
211,0,afternoon,EW,10,4,0,0,8,8,2.0,4,False,Fixed plan based on time-of-day profile.
211,1,afternoon,EW,10,3,0,0,6,6,1.5,3,True,Fixed plan based on time-of-day profile. | Emergency override: granted immediate green to priority approach.
211,2,afternoon,NS,10,0,3,4,0,4,1.5,3,False,Fixed plan based on time-of-day profile.
212,0,afternoon,NS,10,0,4,7,0,7,2.0,4,False,Fixed plan based on time-of-day profile.
212,1,afternoon,EW,10,6,0,0,3,3,3.0,6,False,Fixed plan based on time-of-day profile.
212,2,afternoon,EW,10,2,0,0,7,7,1.0,2,False,Fixed plan based on time-of-day profile.
213,0,afternoon,EW,10,3,0,0,8,8,1.5,3,False,Fixed plan based on time-of-day profile.
213,1,afternoon,NS,10,0,4,9,0,9,2.0,4,False,Fixed plan based on time-of-day profile.
213,2,afternoon,NS,10,0,3,6,0,6,1.5,3,False,Fixed plan based on time-of-day profile.
214,0,afternoon,NS,10,0,4,7,0,7,2.0,4,False,Fixed plan based on time-of-day profile.
214,1,afternoon,EW,10,2,0,0,6,6,1.0,2,False,Fixed plan based on time-of-day profile.
214,2,afternoon,EW,10,3,0,0,7,7,1.5,3,False,Fixed plan based on time-of-day profile.
215,0,afternoon,EW,10,2,0,0,6,6,1.0,2,False,Fixed plan based on time-of-day profile.
215,1,afternoon,NS,10,0,4,5,0,5,2.0,4,False,Fixed plan based on time-of-day profile.
215,2,afternoon,NS,10,0,2,5,0,5,1.0,2,False,Fixed plan based on time-of-day profile.
216,0,afternoon,NS,10,0,4,5,0,5,2.0,4,False,Fixed plan based on time-of-day profile.
216,1,afternoon,EW,10,4,0,0,8,8,2.0,4,False,Fixed plan based on time-of-day profile.
216,2,afternoon,EW,10,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
217,0,afternoon,EW,10,4,0,0,8,8,2.0,4,False,Fixed plan based on time-of-day profile.
217,1,afternoon,NS,10,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
217,2,afternoon,NS,10,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
218,0,afternoon,NS,10,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
218,1,afternoon,EW,10,2,0,0,6,6,1.0,2,False,Fixed plan based on time-of-day profile.
218,2,afternoon,EW,10,2,0,0,7,7,1.0,2,False,Fixed plan based on time-of-day profile.
219,0,afternoon,EW,10,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
219,1,afternoon,NS,10,0,3,6,0,6,1.5,3,False,Fixed plan based on time-of-day profile.
219,2,afternoon,NS,10,0,4,6,0,6,2.0,4,False,Fixed plan based on time-of-day profile.
220,0,afternoon,NS,10,0,2,8,0,8,1.0,2,False,Fixed plan based on time-of-day profile.
220,1,afternoon,EW,10,2,0,0,7,7,1.0,2,False,Fixed plan based on time-of-day profile.
220,2,afternoon,EW,10,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
221,0,afternoon,EW,10,4,0,0,4,4,2.0,4,False,Fixed plan based on time-of-day profile.
221,1,afternoon,NS,10,0,2,6,0,6,1.0,2,False,Fixed plan based on time-of-day profile.
221,2,afternoon,NS,10,0,3,7,0,7,1.5,3,False,Fixed plan based on time-of-day profile.
222,0,afternoon,NS,10,0,4,7,0,7,2.0,4,False,Fixed plan based on time-of-day profile.
222,1,afternoon,EW,10,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
222,2,afternoon,EW,10,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
223,0,afternoon,EW,10,2,0,0,8,8,1.0,2,False,Fixed plan based on time-of-day profile.
223,1,afternoon,NS,10,0,4,7,0,7,2.0,4,False,Fixed plan based on time-of-day profile.
223,2,afternoon,NS,10,0,3,7,0,7,1.5,3,False,Fixed plan based on time-of-day profile.
224,0,afternoon,NS,10,0,4,5,0,5,2.0,4,False,Fixed plan based on time-of-day profile.
224,1,afternoon,EW,10,3,0,0,8,8,1.5,3,False,Fixed plan based on time-of-day profile.
224,2,afternoon,EW,10,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
225,0,afternoon,EW,10,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
225,1,afternoon,NS,10,0,2,5,0,5,1.0,2,False,Fixed plan based on time-of-day profile.
225,2,afternoon,NS,10,0,2,7,0,7,1.0,2,False,Fixed plan based on time-of-day profile.
226,0,afternoon,NS,10,0,3,7,0,7,1.5,3,False,Fixed plan based on time-of-day profile.
226,1,afternoon,EW,10,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
226,2,afternoon,EW,10,3,0,0,5,5,1.5,3,False,Fixed plan based on time-of-day profile.
227,0,afternoon,EW,10,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
227,1,afternoon,NS,10,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
227,2,afternoon,NS,10,0,3,6,0,6,1.5,3,False,Fixed plan based on time-of-day profile.
228,0,afternoon,NS,10,0,3,6,0,6,1.5,3,False,Fixed plan based on time-of-day profile.
228,1,afternoon,EW,10,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
228,2,afternoon,EW,10,3,0,0,7,7,1.5,3,False,Fixed plan based on time-of-day profile.
229,0,afternoon,EW,10,3,0,0,5,5,1.5,3,False,Fixed plan based on time-of-day profile.
229,1,afternoon,NS,10,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
229,2,afternoon,NS,10,0,3,7,0,7,1.5,3,False,Fixed plan based on time-of-day profile.
230,0,afternoon,NS,10,0,4,7,0,7,2.0,4,False,Fixed plan based on time-of-day profile.
230,1,afternoon,EW,10,2,0,0,5,5,1.0,2,False,Fixed plan based on time-of-day profile.
230,2,afternoon,EW,10,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
231,0,afternoon,EW,10,2,0,0,6,6,1.0,2,False,Fixed plan based on time-of-day profile.
231,1,afternoon,NS,10,0,3,6,0,6,1.5,3,False,Fixed plan based on time-of-day profile.
231,2,afternoon,NS,10,0,2,6,0,6,1.0,2,False,Fixed plan based on time-of-day profile.
232,0,afternoon,NS,10,0,3,4,0,4,1.5,3,False,Fixed plan based on time-of-day profile.
232,1,afternoon,EW,10,3,0,0,6,6,1.5,3,False,Fixed plan based on time-of-day profile.
232,2,afternoon,EW,10,3,0,0,5,5,1.5,3,False,Fixed plan based on time-of-day profile.
233,0,afternoon,EW,10,2,0,0,5,5,1.0,2,False,Fixed plan based on time-of-day profile.
233,1,afternoon,NS,10,0,4,5,0,5,2.0,4,False,Fixed plan based on time-of-day profile.
233,2,afternoon,NS,10,0,2,5,0,5,1.0,2,False,Fixed plan based on time-of-day profile.
234,0,afternoon,NS,10,0,2,4,0,4,1.0,2,False,Fixed plan based on time-of-day profile.
234,1,afternoon,EW,10,3,0,0,7,7,1.5,3,False,Fixed plan based on time-of-day profile.
234,2,afternoon,EW,10,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
235,0,afternoon,EW,10,2,0,0,5,5,1.0,2,False,Fixed plan based on time-of-day profile.
235,1,afternoon,NS,10,0,3,5,0,5,1.5,3,False,Fixed plan based on time-of-day profile.
235,2,afternoon,NS,10,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
236,0,afternoon,NS,10,0,4,4,0,4,2.0,4,False,Fixed plan based on time-of-day profile.
236,1,afternoon,EW,10,2,0,0,5,5,1.0,2,False,Fixed plan based on time-of-day profile.
236,2,afternoon,EW,10,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
237,0,afternoon,EW,10,4,0,0,6,6,2.0,4,True,Fixed plan based on time-of-day profile. | Emergency override: granted immediate green to priority approach.
237,1,afternoon,NS,10,0,3,5,0,5,1.5,3,False,Fixed plan based on time-of-day profile.
237,2,afternoon,NS,10,0,2,6,0,6,1.0,2,False,Fixed plan based on time-of-day profile.
238,0,afternoon,EW,10,8,0,0,3,3,4.0,8,False,Fixed plan based on time-of-day profile.
238,1,afternoon,EW,10,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
238,2,afternoon,EW,10,4,0,0,4,4,2.0,4,False,Fixed plan based on time-of-day profile.
239,0,afternoon,NS,10,0,3,10,0,10,1.5,3,False,Fixed plan based on time-of-day profile.
239,1,afternoon,NS,10,0,2,6,0,6,1.0,2,False,Fixed plan based on time-of-day profile.
239,2,afternoon,NS,10,0,3,6,0,6,1.5,3,False,Fixed plan based on time-of-day profile.
240,0,afternoon,EW,10,3,0,0,6,6,1.5,3,False,Fixed plan based on time-of-day profile.
240,1,afternoon,EW,10,4,0,0,4,4,2.0,4,False,Fixed plan based on time-of-day profile.
240,2,afternoon,EW,10,3,0,0,7,7,1.5,3,False,Fixed plan based on time-of-day profile.
241,0,afternoon,NS,10,0,2,7,0,7,1.0,2,False,Fixed plan based on time-of-day profile.
241,1,afternoon,NS,10,0,3,6,0,6,1.5,3,False,Fixed plan based on time-of-day profile.
241,2,afternoon,NS,10,0,3,7,0,7,1.5,3,False,Fixed plan based on time-of-day profile.
242,0,afternoon,EW,10,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
242,1,afternoon,EW,10,2,0,0,5,5,1.0,2,False,Fixed plan based on time-of-day profile.
242,2,afternoon,EW,10,3,0,0,5,5,1.5,3,False,Fixed plan based on time-of-day profile.
243,0,afternoon,NS,10,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
243,1,afternoon,NS,10,0,3,6,0,6,1.5,3,False,Fixed plan based on time-of-day profile.
243,2,afternoon,NS,10,0,2,7,0,7,1.0,2,False,Fixed plan based on time-of-day profile.
244,0,afternoon,EW,10,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
244,1,afternoon,EW,10,2,0,0,7,7,1.0,2,False,Fixed plan based on time-of-day profile.
244,2,afternoon,EW,10,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
245,0,afternoon,NS,10,0,2,8,0,8,1.0,2,False,Fixed plan based on time-of-day profile.
245,1,afternoon,NS,10,0,4,6,0,6,2.0,4,False,Fixed plan based on time-of-day profile.
245,2,afternoon,NS,10,0,2,8,0,8,1.0,2,False,Fixed plan based on time-of-day profile.
246,0,afternoon,EW,10,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
246,1,afternoon,EW,10,2,0,0,8,8,1.0,2,False,Fixed plan based on time-of-day profile.
246,2,afternoon,EW,10,2,0,0,6,6,1.0,2,False,Fixed plan based on time-of-day profile.
247,0,afternoon,NS,10,0,3,6,0,6,1.5,3,False,Fixed plan based on time-of-day profile.
247,1,afternoon,NS,10,0,3,5,0,5,1.5,3,False,Fixed plan based on time-of-day profile.
247,2,afternoon,NS,10,0,3,6,0,6,1.5,3,False,Fixed plan based on time-of-day profile.
248,0,afternoon,EW,10,3,0,0,7,7,1.5,3,False,Fixed plan based on time-of-day profile.
248,1,afternoon,EW,10,3,0,0,5,5,1.5,3,False,Fixed plan based on time-of-day profile.
248,2,afternoon,EW,10,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
249,0,afternoon,NS,10,0,4,6,0,6,2.0,4,False,Fixed plan based on time-of-day profile.
249,1,afternoon,NS,10,0,2,5,0,5,1.0,2,False,Fixed plan based on time-of-day profile.
249,2,afternoon,NS,10,0,2,7,0,7,1.0,2,False,Fixed plan based on time-of-day profile.
250,0,afternoon,EW,10,2,0,0,6,6,1.0,2,False,Fixed plan based on time-of-day profile.
250,1,afternoon,EW,10,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
250,2,afternoon,EW,10,3,0,0,5,5,1.5,3,False,Fixed plan based on time-of-day profile.
251,0,afternoon,NS,10,0,3,5,0,5,1.5,3,False,Fixed plan based on time-of-day profile.
251,1,afternoon,NS,10,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
251,2,afternoon,NS,10,0,2,6,0,6,1.0,2,False,Fixed plan based on time-of-day profile.
252,0,afternoon,EW,10,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
252,1,afternoon,EW,10,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
252,2,afternoon,EW,10,2,0,0,5,5,1.0,2,False,Fixed plan based on time-of-day profile.
253,0,afternoon,NS,10,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
253,1,afternoon,NS,10,0,2,7,0,7,1.0,2,False,Fixed plan based on time-of-day profile.
253,2,afternoon,NS,10,0,2,5,0,5,1.0,2,False,Fixed plan based on time-of-day profile.
254,0,afternoon,EW,10,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
254,1,afternoon,EW,10,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
254,2,afternoon,EW,10,2,0,0,4,4,1.0,2,False,Fixed plan based on time-of-day profile.
255,0,afternoon,NS,10,0,4,6,0,6,2.0,4,False,Fixed plan based on time-of-day profile.
255,1,afternoon,NS,10,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
255,2,afternoon,NS,10,0,2,4,0,4,1.0,2,False,Fixed plan based on time-of-day profile.
256,0,afternoon,EW,10,3,0,0,7,7,1.5,3,False,Fixed plan based on time-of-day profile.
256,1,afternoon,EW,10,2,0,0,6,6,1.0,2,False,Fixed plan based on time-of-day profile.
256,2,afternoon,EW,10,3,0,0,4,4,1.5,3,False,Fixed plan based on time-of-day profile.
257,0,afternoon,NS,10,0,4,7,0,7,2.0,4,False,Fixed plan based on time-of-day profile.
257,1,afternoon,NS,10,0,4,6,0,6,2.0,4,False,Fixed plan based on time-of-day profile.
257,2,afternoon,NS,10,0,3,5,0,5,1.5,3,False,Fixed plan based on time-of-day profile.
258,0,afternoon,EW,10,4,0,0,8,8,2.0,4,False,Fixed plan based on time-of-day profile.
258,1,afternoon,EW,10,3,0,0,7,7,1.5,3,False,Fixed plan based on time-of-day profile.
258,2,afternoon,EW,10,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
259,0,afternoon,NS,10,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
259,1,afternoon,NS,10,0,2,6,0,6,1.0,2,False,Fixed plan based on time-of-day profile.
259,2,afternoon,NS,10,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
260,0,afternoon,EW,10,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
260,1,afternoon,EW,10,3,0,0,4,4,1.5,3,False,Fixed plan based on time-of-day profile.
260,2,afternoon,EW,10,2,0,0,8,8,1.0,2,False,Fixed plan based on time-of-day profile.
261,0,afternoon,NS,10,0,3,6,0,6,1.5,3,False,Fixed plan based on time-of-day profile.
261,1,afternoon,NS,10,0,3,5,0,5,1.5,3,False,Fixed plan based on time-of-day profile.
261,2,afternoon,NS,10,0,3,6,0,6,1.5,3,False,Fixed plan based on time-of-day profile.
262,0,afternoon,EW,10,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
262,1,afternoon,EW,10,2,0,0,6,6,1.0,2,False,Fixed plan based on time-of-day profile.
262,2,afternoon,EW,10,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
263,0,afternoon,NS,10,0,2,7,0,7,1.0,2,False,Fixed plan based on time-of-day profile.
263,1,afternoon,NS,10,0,2,4,0,4,1.0,2,False,Fixed plan based on time-of-day profile.
263,2,afternoon,NS,10,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
264,0,afternoon,EW,10,2,0,0,4,4,1.0,2,False,Fixed plan based on time-of-day profile.
264,1,afternoon,EW,10,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
264,2,afternoon,EW,10,2,0,0,7,7,1.0,2,False,Fixed plan based on time-of-day profile.
265,0,afternoon,NS,10,0,3,5,0,5,1.5,3,False,Fixed plan based on time-of-day profile.
265,1,afternoon,NS,10,0,2,6,0,6,1.0,2,False,Fixed plan based on time-of-day profile.
265,2,afternoon,NS,10,0,2,6,0,6,1.0,2,False,Fixed plan based on time-of-day profile.
266,0,afternoon,EW,10,3,0,0,5,5,1.5,3,False,Fixed plan based on time-of-day profile.
266,1,afternoon,EW,10,4,0,0,4,4,2.0,4,False,Fixed plan based on time-of-day profile.
266,2,afternoon,EW,10,2,0,0,6,6,1.0,2,False,Fixed plan based on time-of-day profile.
267,0,afternoon,NS,10,0,3,6,0,6,1.5,3,False,Fixed plan based on time-of-day profile.
267,1,afternoon,NS,10,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
267,2,afternoon,NS,10,0,4,5,0,5,2.0,4,False,Fixed plan based on time-of-day profile.
268,0,afternoon,EW,10,3,0,0,5,5,1.5,3,False,Fixed plan based on time-of-day profile.
268,1,afternoon,EW,10,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
268,2,afternoon,EW,10,3,0,0,6,6,1.5,3,False,Fixed plan based on time-of-day profile.
269,0,afternoon,NS,10,0,2,6,0,6,1.0,2,False,Fixed plan based on time-of-day profile.
269,1,afternoon,NS,10,0,4,6,0,6,2.0,4,False,Fixed plan based on time-of-day profile.
269,2,afternoon,NS,10,0,4,6,0,6,2.0,4,False,Fixed plan based on time-of-day profile.
270,0,afternoon,EW,10,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
270,1,afternoon,EW,10,2,0,0,6,6,1.0,2,False,Fixed plan based on time-of-day profile.
270,2,afternoon,EW,10,3,0,0,8,8,1.5,3,False,Fixed plan based on time-of-day profile.
271,0,afternoon,NS,10,0,4,7,0,7,2.0,4,False,Fixed plan based on time-of-day profile.
271,1,afternoon,NS,10,0,3,6,0,6,1.5,3,False,Fixed plan based on time-of-day profile.
271,2,afternoon,NS,10,0,4,6,0,6,2.0,4,False,Fixed plan based on time-of-day profile.
272,0,afternoon,EW,10,3,0,0,7,7,1.5,3,False,Fixed plan based on time-of-day profile.
272,1,afternoon,EW,10,3,0,0,5,5,1.5,3,False,Fixed plan based on time-of-day profile.
272,2,afternoon,EW,10,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
273,0,afternoon,NS,10,0,4,7,0,7,2.0,4,False,Fixed plan based on time-of-day profile.
273,1,afternoon,NS,10,0,2,7,0,7,1.0,2,False,Fixed plan based on time-of-day profile.
273,2,afternoon,NS,10,0,4,6,0,6,2.0,4,False,Fixed plan based on time-of-day profile.
274,0,afternoon,EW,10,2,0,0,7,7,1.0,2,False,Fixed plan based on time-of-day profile.
274,1,afternoon,EW,10,4,0,0,4,4,2.0,4,False,Fixed plan based on time-of-day profile.
274,2,afternoon,EW,10,2,0,0,6,6,1.0,2,False,Fixed plan based on time-of-day profile.
275,0,afternoon,NS,10,0,3,5,0,5,1.5,3,False,Fixed plan based on time-of-day profile.
275,1,afternoon,NS,10,0,4,8,0,8,2.0,4,False,Fixed plan based on time-of-day profile.
275,2,afternoon,NS,10,0,4,5,0,5,2.0,4,False,Fixed plan based on time-of-day profile.
276,0,afternoon,EW,10,2,0,0,7,7,1.0,2,False,Fixed plan based on time-of-day profile.
276,1,afternoon,EW,10,2,0,0,6,6,1.0,2,False,Fixed plan based on time-of-day profile.
276,2,afternoon,EW,10,3,0,0,8,8,1.5,3,False,Fixed plan based on time-of-day profile.
277,0,afternoon,NS,10,0,4,4,0,4,2.0,4,False,Fixed plan based on time-of-day profile.
277,1,afternoon,NS,10,0,3,6,0,6,1.5,3,False,Fixed plan based on time-of-day profile.
277,2,afternoon,NS,10,0,2,5,0,5,1.0,2,False,Fixed plan based on time-of-day profile.
278,0,afternoon,EW,10,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
278,1,afternoon,EW,10,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
278,2,afternoon,EW,10,3,0,0,5,5,1.5,3,False,Fixed plan based on time-of-day profile.
279,0,afternoon,NS,10,0,3,6,0,6,1.5,3,False,Fixed plan based on time-of-day profile.
279,1,afternoon,NS,10,0,4,7,0,7,2.0,4,False,Fixed plan based on time-of-day profile.
279,2,afternoon,NS,10,0,2,7,0,7,1.0,2,False,Fixed plan based on time-of-day profile.
280,0,afternoon,EW,10,2,0,0,7,7,1.0,2,False,Fixed plan based on time-of-day profile.
280,1,afternoon,EW,10,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
280,2,afternoon,EW,10,3,0,0,5,5,1.5,3,False,Fixed plan based on time-of-day profile.
281,0,afternoon,NS,10,0,4,4,0,4,2.0,4,True,Fixed plan based on time-of-day profile. | Emergency override: granted immediate green to priority approach.
281,1,afternoon,NS,10,0,2,6,0,6,1.0,2,False,Fixed plan based on time-of-day profile.
281,2,afternoon,NS,10,0,4,6,0,6,2.0,4,False,Fixed plan based on time-of-day profile.
282,0,afternoon,NS,10,0,6,4,0,4,3.0,6,False,Fixed plan based on time-of-day profile.
282,1,afternoon,EW,10,2,0,0,4,4,1.0,2,False,Fixed plan based on time-of-day profile.
282,2,afternoon,EW,10,4,0,0,8,8,2.0,4,False,Fixed plan based on time-of-day profile.
283,0,afternoon,EW,10,2,0,0,8,8,1.0,2,False,Fixed plan based on time-of-day profile.
283,1,afternoon,NS,10,0,4,5,0,5,2.0,4,False,Fixed plan based on time-of-day profile.
283,2,afternoon,NS,10,0,2,6,0,6,1.0,2,False,Fixed plan based on time-of-day profile.
284,0,afternoon,NS,10,0,2,5,0,5,1.0,2,False,Fixed plan based on time-of-day profile.
284,1,afternoon,EW,10,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
284,2,afternoon,EW,10,4,0,0,5,5,2.0,4,False,Fixed plan based on time-of-day profile.
285,0,afternoon,EW,10,3,0,0,4,4,1.5,3,False,Fixed plan based on time-of-day profile.
285,1,afternoon,NS,10,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
285,2,afternoon,NS,10,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
286,0,afternoon,NS,10,0,2,7,0,7,1.0,2,False,Fixed plan based on time-of-day profile.
286,1,afternoon,EW,10,4,0,0,7,7,2.0,4,False,Fixed plan based on time-of-day profile.
286,2,afternoon,EW,10,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
287,0,afternoon,EW,10,3,0,0,4,4,1.5,3,False,Fixed plan based on time-of-day profile.
287,1,afternoon,NS,10,0,4,7,0,7,2.0,4,False,Fixed plan based on time-of-day profile.
287,2,afternoon,NS,10,0,3,8,0,8,1.5,3,False,Fixed plan based on time-of-day profile.
288,0,afternoon,NS,10,0,2,6,0,6,1.0,2,False,Fixed plan based on time-of-day profile.
288,1,afternoon,EW,10,3,0,0,7,7,1.5,3,False,Fixed plan based on time-of-day profile.
288,2,afternoon,EW,10,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
289,0,afternoon,EW,10,4,0,0,6,6,2.0,4,False,Fixed plan based on time-of-day profile.
289,1,afternoon,NS,10,0,4,5,0,5,2.0,4,False,Fixed plan based on time-of-day profile.
289,2,afternoon,NS,10,0,4,6,0,6,2.0,4,False,Fixed plan based on time-of-day profile.
